udid,install_date,lang,country,hw_ver,os_ver
c6e76fce57a543168685b43efa20a688,3/1/2016,tr,TR,"iPhone7,2",9.2.1
97a91c518bb04e0c916b94e496ca6192,3/1/2016,zh,CN,"iPhone7,2",9.2
5f191855cba54f6790c4b0157bd19e04,3/1/2016,en,US,"iPhone7,1",9.2.1
f1eccc7dc81d4475b0291ab960fa9510,3/1/2016,en,US,"iPhone7,2",9.2.1
5645333401b44d929a1f918c18324502,3/1/2016,en,US,"iPad2,1",9.2.1
6020cb552d884b3bb3c1c82b1e7892aa,3/1/2016,en,US,"iPad2,5",8.3
9410f0acd33f496fa34eb1d8046694fa,3/1/2016,en,GB,"iPhone7,2",9.2.1
b7f62c81a93d44d09ae0f521bbc8b546,3/1/2016,en,US,"iPhone5,3",8
f7905325bc984611a8ce8cc8406f7740,3/1/2016,en,PT,"iPhone4,1",9.2.1
a51bd4b08ccf47f68cfcf6a5eba379e1,3/1/2016,en,US,"iPhone6,1",8.3
c50c25f5b9f34220825b3393f1f60d57,3/1/2016,en,US,"iPhone4,1",9.2.1
39f89ac564cb49448805a87280075cf3,3/1/2016,en,US,"iPod7,1",8.4
b75d549677474afb9103f7a6ece6884b,3/1/2016,en,US,"iPhone5,3",9.2.1
25f534e1b9b94f709e33f566cb4192dd,3/1/2016,en,AU,"iPhone8,2",9.2.1
df85a03d7a474ce4b7744cc657fbc906,3/1/2016,en,GB,"iPhone7,2",9.2
20ab21377ccf4cf3aaa52ce8f6020c1f,3/1/2016,en,US,"iPhone5,1",9.2
b0c79c2c94874967aa211c5c4d0354a4,3/1/2016,en,US,"iPad2,4",9.1
3b316843e0f244e39addaf09e3449c8e,3/1/2016,en,US,"iPad2,5",9.2.1
8189322407f440e085553f1f765d33b8,3/1/2016,en,US,"iPhone8,1",9.2.1
813481b6c9bc47549a03445738062990,3/1/2016,en,PH,"iPhone4,1",9.2.1
b5f0949efc1d40cda15a98320ac6799f,3/2/2016,en,AU,"iPhone8,1",9.2.1
39ba6a64b8a546c3a30eb9b1a77e15f5,3/2/2016,en,US,"iPhone7,2",9.2.1
909f8cc962914f05836091a6d59a3293,3/2/2016,el,GR,"iPhone6,2",9.2.1
d94027ba28ab4d49b4f60578972e10e4,3/2/2016,en,US,"iPhone6,2",9.2.1
325bcb68335648ef9c8219abceffe4bf,3/2/2016,fr,FR,"iPhone8,1",9.1
2b74da3c5d734b218f69feac2b9c8a63,3/2/2016,en,US,"iPad2,4",9.1
d189f8f30a0c43678b97bce7b695620b,3/2/2016,zh,Ha,"iPhone8,2",9.2.1
b793377e63fc43f2b42e3daeafe87542,3/2/2016,de,DE,"iPad3,3",9.2
ed0591fe87e54b0591ab19ea2801c5ec,3/2/2016,es,CL,"iPhone5,4",9.2.1
d67c752a0ef745f1a8e9f76d12ed99c2,3/2/2016,en,GB,"iPhone5,4",9.2.1
2584fca0c2d84081b37b37e23ecbf8f1,3/2/2016,en,US,"iPad4,2",9.2.1
88bdaef4c0d342328b678d378d3a8be9,3/2/2016,sv,SE,"iPhone7,1",9.1
f88dc9d0118b480ba7e8c1e6e33b7594,3/2/2016,en,GB,"iPhone5,2",9.2.1
2e1dfcc9b42d40c9831f84b6dfbd91f6,3/2/2016,en,GB,"iPhone7,2",9.2.1
a033de8cc32b4233b13252a6089e8185,3/2/2016,en,US,"iPhone7,1",8.3
7f9edd51a22d44ef9d5d4d0e571e8a1c,3/2/2016,en,US,"iPhone5,3",9.2.1
fcd42e8140f54748a9f76e9a674c1ceb,3/2/2016,en,GB,"iPhone6,2",9.2.1
d908dd1daa7e46f7aa468f56f7deb532,3/2/2016,en,GB,"iPad2,5",9.2
49ed83a32e0d47f787c36ea1426c7ed2,3/2/2016,en,US,"iPhone7,1",9.2.1
d78b580f89484b5da7b8e70c41278c84,3/2/2016,en,US,"iPhone7,2",9.2.1
e0165ff89f474f09a0235e9cf54ce2ec,3/2/2016,en,US,"iPhone7,1",9.2.1
8797c12188d24cfb8322be4aa99d3240,3/2/2016,nl,BE,"iPhone6,2",9.2.1
35ae0d6846294986ae6b18a82737b298,3/2/2016,en,US,"iPhone4,1",8.4.1
86e6fc7b15924a56b8aa39d97c2bc5ff,3/2/2016,en,US,"iPhone5,3",9.2.1
295525b984e54775af25df6a82fb00b0,3/2/2016,en,AU,"iPhone7,2",9.2.1
f2db8a61501f462d982e36ee600288bb,3/2/2016,en,US,"iPhone5,1",9.2.1
f9e969c2e0184e23a2ac12609760433b,3/2/2016,es,US,"iPhone5,1",9.2.1
8c4e9285493a4f589a5ef74ec85067f6,3/2/2016,en,US,"iPhone8,1",9.2.1
c3490a5225f64ae5bf739cf7bafb5032,3/2/2016,en,US,"iPhone5,3",9.1
ecc0c3d2c41f4385adc6f3d40002d389,3/2/2016,en,US,"iPad2,4",8.3
e6aa9ac0499f45a9bf4fe2b272f5ea70,3/2/2016,en,US,"iPhone6,1",9.2
aaa35d6a5d624701b05dbc6dff354752,3/2/2016,en,US,"iPhone5,3",9.2
a2059c9f1b7445789c44cc1407b018b2,3/2/2016,en,US,"iPhone7,1",8.4.1
f4592fe2bd36480cb35a146976cf3f51,3/3/2016,en,AU,"iPad5,4",9.3
d55e5cc70ce548b687f63ee2b246c88d,3/3/2016,en,AU,"iPad4,7",9.2.1
de2efeeff1694b829df5b9732688b35c,3/3/2016,en,US,"iPhone8,1",9.2.1
58ed213ab16448f3a9582692e490a270,3/3/2016,en,IN,"iPhone5,2",8.1.2
c406ed86c79a48cdbba96ed221d2eb08,3/3/2016,fr,TN,"iPhone5,4",9.2.1
f32e6ea98c524265a2baf3388de79d5d,3/3/2016,en,NZ,"iPad5,1",9.2.1
a97a6b3f0acf49b59f78c0199e344d79,3/3/2016,en,BE,"iPad3,4",9.2.1
76b97e8a705f42c384a330ba1cf55bc1,3/3/2016,da,DK,"iPhone6,2",9.2.1
e7c04c0762864bc4bf2233bc3f71d908,3/3/2016,en,CA,"iPhone7,2",9.2.1
cd7b189dae6d4ba7828e21a33543c629,3/3/2016,en,US,"iPhone6,1",9.2.1
56e4fcece6a24376b062f197c7976c23,3/3/2016,en,US,"iPhone8,2",9.2.1
0a512790b4e443edbcde55e4d193dbb3,3/3/2016,en,NA,"iPhone7,2",9.2.1
80a0aa8f871542158756308982f25ad0,3/3/2016,en,GB,"iPhone6,2",9.2.1
515743709585436583492c9a21463720,3/3/2016,en,GB,"iPad2,4",8.4.1
f131bf2ef5ce489a8fbf6b1fe100e140,3/3/2016,en,ZA,"iPhone7,2",9
240c6da839604401b1e89b3cc4ce6290,3/3/2016,en,US,"iPhone8,1",9.2.1
3324636e9861480e90e3135ae0dbb7d2,3/3/2016,en,CA,"iPad2,5",9.2
8f8b6d19aed249268bac47e2911086c5,3/3/2016,en,VN,"iPhone7,2",9.2.1
91fdf7e06fa44645a4446f3daa2a53c0,3/3/2016,en,IN,"iPhone5,2",9.1
70520c3194794bb891666622796afda5,3/3/2016,en,US,"iPhone6,1",9.2
19f2dfa81f0b43d78135156fbce1635d,3/3/2016,es,DO,"iPhone7,1",9.2.1
4d137f4f9d974f738712e26b09d40ad0,3/3/2016,en,US,"iPhone7,2",9.2.1
520ab253911b4cd18d3a889449d42190,3/3/2016,en,US,"iPhone8,2",9.2.1
af6426474aad46e3995d3c3d44f14779,3/3/2016,en,US,"iPhone6,1",9.2.1
fa8c5cc9ba9e4b9fbc4e3a1da18a9ea6,3/3/2016,en,CR,"iPhone8,1",9.2.1
fee1ee938b86430599dd9a8c91b68994,3/3/2016,en,US,"iPhone8,1",9.2
5ecee0a2d8824904be74fe3c685f3b82,3/3/2016,en,US,"iPad2,2",9.2.1
b01b34f9bdc84f42a6e09bfd4828fb4c,3/3/2016,en,AU,"iPad2,5",9.2.1
617787a0c6e640b6aacc7f0b41196188,3/3/2016,ja,JP,"iPhone7,2",9.2.1
89b18bc3455643219ed92eb574f3c9dd,3/3/2016,en,US,"iPhone7,1",9.2.1
5d4a58b411134a839372117459475694,3/4/2016,en,US,"iPhone5,2",9.2.1
8756bba4b464457799dc9f1f0e25153e,3/4/2016,en,GR,"iPhone8,1",9.2.1
669216724f9b47d3969d0fd5da5f9148,3/1/2016,en,US,"iPad5,4",9.0.2
417a2512f190436f9aa12260393f4473,3/1/2016,sv,SE,"iPhone6,2",9.2.1
08a366313ad345a2b7b1ba7eb366e8bc,3/1/2016,en,SG,"iPhone7,2",9.1
a0f539dcb4d9467cac9d2e6fde765704,3/1/2016,en,GB,"iPad4,1",9.2
ba0db7f973b44d1ab26cdbe80d29f770,3/1/2016,sv,SE,"iPhone8,1",9.1
63280783b12d42cbab0d803a89088e51,3/1/2016,en,US,"iPhone7,2",9.1
c7ac8f7d833846fd82a98b496b637de2,3/1/2016,en,CA,"iPhone8,2",9.2.1
6461de752eaf4d1a8de6658fe33d587d,3/1/2016,en,JO,"iPad5,4",9.2.1
f799266940914ff8a8cdfcd8a1452a47,3/1/2016,en,NG,"iPhone7,2",9.1
56fc86f4996d4189b464e16cdcf1fccf,3/1/2016,en,GB,"iPhone8,1",9.2.1
dca409a59abf4ec19fb4a2b67ba6ff1a,3/1/2016,en,US,"iPhone8,1",9.2.1
716a737355f041759bcb5d67d060ef48,3/1/2016,en,US,"iPad4,1",8.4.1
59132cf53de54fc3a402d4bd182686f0,3/1/2016,en,US,"iPad3,4",9.2
4801be78497a41478fc43d4416b1359c,3/1/2016,en,US,"iPhone5,3",9.2
6174414df0854ec39f6bf47685a94668,3/1/2016,en,AR,"iPhone7,2",9.2.1
70c8fe3ab4c048a4bc4e0341daf5fccd,3/1/2016,en,US,"iPhone6,1",9.2.1
6369563f899d40f586de67977bd370ab,3/1/2016,en,US,"iPad2,5",9.2.1
804bce14cc8e44a4998f0f0e71b50109,3/1/2016,en,GB,"iPhone8,1",9.1
30e87ac919aa4ee28ab8b7a7f71f933c,3/1/2016,en,US,"iPhone7,1",9.2.1
23ca8e8ea1684ed1970454aec6998eec,3/1/2016,en,US,"iPhone8,1",9.2.1
680182f02d5a42ab873edec6b4b22cb9,3/1/2016,en,US,"iPad4,4",9.2.1
8aaa8f334439403a8771e69a908f57b7,3/1/2016,en,US,"iPhone5,3",9.2.1
1a682efc79204be89db2319b9f1a15ec,3/1/2016,en,US,"iPhone8,2",9.2
9016b8315be34982b47ea04eb8b3ec73,3/1/2016,en,US,"iPhone5,3",9.1
df5e65bf1bce46dd848d9536d3a13640,3/1/2016,en,US,"iPhone4,1",9.2.1
42b608b0eeee401a9b158e66a9a62680,3/1/2016,en,US,"iPhone8,1",9.2.1
2e87604f85084c57ab2340357c01f704,3/2/2016,en,ID,"iPhone6,2",9.2.1
93919e534eb94971a2d52afd2f7da6a2,3/2/2016,en,AU,"iPad3,6",9.1
05ff26e51df740558ed79094f27643d7,3/2/2016,en,SA,"iPhone7,1",9.2.1
b093685eef9648e3ac0636e96d638552,3/2/2016,en,US,"iPhone5,3",9.2.1
2d4faf5a842b4d9bac0bcd7e7c42c33e,3/2/2016,de,CA,"iPad4,4",8.3
49622f1be304450bbee1ef65ac2474a4,3/2/2016,en,GB,"iPhone5,4",9.2.1
bc734b55096c4d87a4d7a385b2d7fdc2,3/2/2016,en,US,"iPhone5,3",9.2.1
d88816200acf4296b68a5664574441c8,3/2/2016,en,US,"iPhone6,1",9.2.1
a0e86f05648f4ca1a514594dc534decc,3/2/2016,en,IE,"iPad4,1",8.4
f84a0b7c90ea4cb08b2ca04e78b1a1e4,3/2/2016,th,TH,"iPhone7,2",9.2.1
4d227e4ded074c288a879e591f1ada88,3/2/2016,de,CH,"iPhone6,2",9.2.1
c04a35a2b08e4378937e23eb28480403,3/2/2016,en,US,"iPhone6,1",9.2.1
9a443c908d9f4009aeff55addc201e5f,3/2/2016,en,US,"iPhone5,3",9.2.1
c67e672031364fe4812534b630458eec,3/2/2016,en,US,"iPhone4,1",9.2.1
0ec215141af14a5a81d375a9faed8749,3/2/2016,en,US,"iPod5,1",9.2.1
55b33085b59845b78ec90697e79244b7,3/2/2016,en,GB,"iPad3,6",9.2.1
f503af660efa4322b8bce53df21546c9,3/2/2016,en,US,"iPad5,4",8.1
230f0af53ea14cdbb91eb3e962ec9a72,3/2/2016,es,EC,"iPhone5,3",9.2
ecdc46c5b6fe4bb6b6bf96fe6140c120,3/2/2016,en,US,"iPad5,1",9.2.1
c5ee184bf1a9463abcd8e760971f9e5c,3/2/2016,en,US,"iPad2,2",8.3
4822cd5a9fdc40ebb9318006e104e8ad,3/2/2016,es,NI,"iPhone4,1",9.2.1
b7659805b07f4067a8b3e21c8cb6c389,3/2/2016,es,MX,"iPhone5,1",9.2.1
71874927f28d4ce79233b1ddfba0adb3,3/2/2016,en,US,"iPhone8,2",9.2
514db64db65944389d5b307bdb0fa17f,3/2/2016,en,US,"iPad4,4",9.2.1
02f2c5a1fd824d15881e50f1787dacf8,3/2/2016,en,US,"iPhone8,1",9.1
20817268b38b485e87d269de26723e14,3/2/2016,en,US,"iPhone5,3",9.2.1
5f4f2e38d90d4a28910eda1698d93cb0,3/2/2016,en,US,"iPhone6,1",9.2.1
d1d12d3b16fd46d2a3a29f7d2df5b4e1,3/2/2016,en,US,"iPhone7,1",9.2.1
27427d3d55e5480c9125cf8a1187f700,3/2/2016,en,US,"iPhone7,2",9.2
6124149babe64865b3fd53c4e9dc7e95,3/2/2016,en,PH,"iPhone5,2",8.4.1
d5973c7b0b5e48a2b805a30359ebb7fc,3/2/2016,en,US,"iPhone7,1",9.2
17cb9fbc000343dfa051bce145559588,3/2/2016,en,NZ,"iPod7,1",9.2.1
ce3d56b72798465db2aed4132764763e,3/3/2016,vi,VN,"iPhone6,1",9.2.1
97e56c8c41c34abfb47881f769a450ad,3/3/2016,fr,FR,"iPhone7,1",9.2.1
d8dfaf760dcb4afc8fbf8f82e86eec9f,3/3/2016,tr,TR,"iPhone8,1",9.2.1
312559090ef341f480b1da69b96ecbe4,3/3/2016,en,GB,"iPhone7,2",9.2.1
03fc6bb193894011bf53259eb9968e7b,3/3/2016,en,PH,"iPhone7,2",9.2.1
95054d44e2024f47beef89ede78da6e8,3/3/2016,en,US,"iPad3,4",9.2.1
a67760efbde04365ba2d8328e9f4a7c0,3/3/2016,da,DK,"iPad4,1",8
db714c67b64f4a43aa4d009f435a4c34,3/3/2016,en,GB,"iPhone5,2",9.1
a1f28efe3a4f465b9688ff203ceb48a9,3/3/2016,en,GB,"iPod7,1",9.2
8c39cd5e86bf4bd9bec349fbe6336410,3/3/2016,en,MY,"iPhone4,1",9.2.1
3fa90f59211d4ff1848b8af2e57568c6,3/3/2016,es,PR,"iPhone7,1",9.2.1
b29ffceab9624b95835ee916199e6380,3/3/2016,en,ZA,"iPhone8,1",9.1
27af37f26c21414b80f5dc4cdfd8d4be,3/3/2016,en,GB,"iPad4,1",9.2.1
39e2272bfa404eb5a7707c3d1f100910,3/3/2016,en,GB,"iPhone7,2",9.2
027c495add3c4e20959958dc10328219,3/3/2016,en,US,"iPhone8,1",9.2.1
0e38c68e41764990a5861177643bd6c1,3/3/2016,en,GB,"iPad4,4",9.2.1
030f5ab50ce745cfa24383342f9916bd,3/3/2016,en,US,"iPhone8,1",9.2.1
7b831e5af2ab480389095219eede86b4,3/3/2016,en,US,"iPhone7,2",9.2.1
9ce9644f5d0f41dd9776e92d0239ddb2,3/3/2016,en,US,"iPhone7,2",9.2.1
76720888f3964b99b283a729a28f27d6,3/3/2016,en,GB,"iPhone6,2",9.2.1
4a89a3f1962a417a96be0c6d5e5bfb6a,3/3/2016,en,US,"iPhone6,1",9.2.1
66b9bb9696ed418a8726e2f28b69f7cc,3/3/2016,en,GB,"iPhone8,1",9.2.1
593f96c64d6348de81f3133d67182965,3/3/2016,en,US,"iPhone6,1",9.2.1
ccdba55eef664b5a8e0cb3a8a1e035fc,3/3/2016,en,US,"iPhone7,1",9
9b9d0dc172324a1abd76b2a5d46d1b54,3/3/2016,en,US,"iPhone8,2",9.2.1
afc96cb406d6439f818dd161ee9ba3aa,3/3/2016,en,US,"iPhone7,1",9.2.1
b0210d58032f4fb68959f84cd59bbfca,3/3/2016,en,US,"iPhone8,1",9.2.1
c34dae864ffb44b0883f48270e29ebee,3/3/2016,en,US,"iPhone8,1",9.2.1
f6eb7a873afe42a095a1cd42de6f6f19,3/3/2016,en,US,"iPhone4,1",9.2.1
8bdc8f81cbbb46c6a98101d722e62498,3/3/2016,en,NZ,"iPhone6,2",9.2.1
b14ecbfb33bd461d9243d32a6da4cbb5,3/3/2016,en,GB,"iPad4,4",9.2.1
54d371ff67df4bd3b78030cb3d2e5f27,3/3/2016,en,PH,"iPhone6,2",9.2
0f0bd9949e7d42b7ae511fb82d475205,3/4/2016,es,GB,"iPhone7,2",9.2.1
edf39fe6ad9f4176a3e3ae2857171755,3/4/2016,en,US,"iPhone5,3",9.2.1
e01362864404409da59dee8a0455e2f8,3/4/2016,it,IT,"iPhone7,2",9.1
0b868a2cecf74a46bd6868e5ffe92657,3/4/2016,de,CH,"iPhone5,4",9.2.1
7a63eca459894667816564f25a74ba74,3/4/2016,en,US,"iPhone8,1",9.2.1
e38845df71cd4971af9fa4e03e18af0c,3/4/2016,fr,CA,"iPhone7,2",9.2.1
c1e78e86d8ce497a8fa31fc4ce0ecbeb,3/4/2016,en,CA,"iPhone5,3",9.2.1
6049205079934726b184c295730cb570,3/4/2016,en,US,"iPhone8,1",9.2.1
9c3b4494150844a7bde42d6fda4ed890,3/4/2016,en,GB,"iPhone4,1",8.4.1
b2dc3a58d2bf4558ab23aded92686115,3/4/2016,es,BE,"iPhone6,2",8.4
bb9679240c644c6495fc6e593acc8941,3/4/2016,fr,CA,"iPad2,1",9.2
028a1c8c4a904a2b8665b5669cb7246b,3/4/2016,en,US,"iPhone7,2",9.2.1
2ad6a197f8e54b5eb07a9cdb1cb441f2,3/4/2016,en,US,"iPhone6,1",9.2.1
e941a7a0224a4fefbaeed1993c3b6a44,3/4/2016,en,US,"iPhone7,2",9.2.1
0fa4ff71cd8848ea9f63ac744d4e1505,3/4/2016,en,PH,"iPhone8,2",9.1
fef735b557cb41c785c91c7e0b61cd54,3/4/2016,en,US,"iPhone3,1",7.1.2
a466b0f33ddc4fca9d89a5f1d053f68c,3/4/2016,en,US,"iPhone7,2",9.2.1
e1a29162ff784028b9730ca6587e007c,3/4/2016,en,SA,"iPhone6,1",9.2.1
670d2f2e29f7482ba2a1827fcf6ccccd,3/4/2016,en,US,"iPhone8,2",9.2.1
a7ae95685540446ca4423b0b73034271,3/4/2016,en,US,"iPhone8,1",9.2.1
af963df8fc6045de98f2c08db2112ee1,3/5/2016,en,GB,"iPhone4,1",9.2.1
1599839fd00e41b7a6091abaaf13eba2,3/5/2016,en,AU,"iPad4,2",8.1.2
e1941c3f66264d67ad1347d796d510f8,3/5/2016,en,PH,"iPad4,4",9.2
37f4721e5bf44967ae575693ff0e2d6e,3/5/2016,en,IE,"iPhone7,2",9.2.1
df98c183271442a8ac531a48f0dfdf90,3/5/2016,en,GB,"iPhone6,2",9.2
51f0e52ca34e46eb816934f21839fd0b,3/5/2016,de,CH,"iPod5,1",9.2
e2650e211cf54b5b917fbfe31722273b,3/5/2016,bg,BG,"iPhone8,1",9.2.1
2ecd6947bbe84f1abe7e85890f6cf747,3/5/2016,fr,FR,"iPad4,1",9.2.1
dd03d78784dc41c09c19224cdf36c78d,3/5/2016,en,US,"iPhone7,2",9.2.1
5317771104b6493c93754739ea7ee778,3/5/2016,es,US,"iPod7,1",9.2.1
2babbfb6439e46b98ab134969c03eb4b,3/5/2016,en,US,"iPad2,5",7.1.2
9d0f53bca9874b888b386d24d2911dfa,3/5/2016,es,DE,"iPhone7,2",9.2.1
65d4b0fa5c73468da3d852191b46a30e,3/5/2016,en,AU,"iPod5,1",9.2.1
16c1f4eb38bd4528aed66a4d2b333749,3/5/2016,en,US,"iPhone8,1",9.2.1
2f43e4ddb89e4bad872edb3adbbc4ced,3/5/2016,de,DE,"iPad4,4",9.2.1
9c4651cebf2f47698e7d94b25828e580,3/5/2016,en,GB,"iPhone8,1",9.2.1
7a3f92709b5b470a8f63cfc02f7debac,3/5/2016,en,US,"iPhone7,1",9.2.1
285eb5e86dee411ca0dd193725d19521,3/5/2016,en,GB,"iPhone8,1",9.2.1
12907e5f1a764789bd492a37e862121c,3/5/2016,en,US,"iPhone6,1",9.2.1
fef928acba1648c7be85b1d98b556414,3/5/2016,en,GB,"iPod5,1",9.2.1
18ed376072da46eda02c7d8b3a549478,3/5/2016,en,GB,"iPhone5,2",9.2.1
88fbed231e0f4536bca277fb15a512f5,3/5/2016,fr,FR,"iPod7,1",9.2.1
90415a1510524afa9c175fceee91688a,3/5/2016,en,US,"iPhone7,2",8.4.1
7214fb0ac18d4c83b8915ac8e7952ece,3/5/2016,en,US,"iPhone7,2",9.1
9616fdf06bc04af78129061bfabe9238,3/5/2016,es,EC,"iPhone6,1",7.1.1
4800557b1bf64da488738e5b1e1396bd,3/5/2016,en,US,"iPhone5,3",9.2.1
ac3054bcf761498d97b2f6d5935b75d8,3/5/2016,en,CA,"iPhone7,2",9.2.1
55a72a721db24988abb83a6d53d9502c,3/5/2016,en,US,"iPhone7,2",9.2.1
27f2b685045a482da4f598c18f7d815f,3/5/2016,en,GB,"iPhone8,1",9.2
c6f6e06211ee4f81912ac4b4c5a01374,3/5/2016,en,US,"iPhone8,1",9.2.1
e5f69c0da7244aa292272ea3eba6da68,3/5/2016,en,US,"iPhone8,1",9.2.1
341dfcecc7354c76986ee738995e87e3,3/5/2016,en,US,"iPhone6,1",9.2.1
d6b006183cf0493b81d0096e916504d8,3/5/2016,da,DK,"iPhone6,2",9.2.1
caf0f0a6a4314458b744b227340a8c98,3/5/2016,en,US,"iPad4,5",9.1
d4c20c8bc958435baa8eef395509b954,3/5/2016,en,DE,"iPhone7,2",8.4
451721dab15349fe95fec73021e55c26,3/5/2016,en,GB,"iPhone7,1",9.2.1
9d37da7b359e468484711c467bd43673,3/5/2016,en,CA,"iPad2,1",9.2.1
83fb924c892445e99d5ed8c2fd5f4af8,3/5/2016,en,AU,"iPad5,4",8.1.2
c4e93771c19243a8908731a9e060b8e8,3/5/2016,en,US,"iPhone8,1",9.2.1
427fac8b36174bd2a3257558eeb6a901,3/5/2016,en,US,"iPad5,2",9.2.1
d717494c0ba14e3a8b53adce8d044910,3/5/2016,en,US,"iPhone8,1",9.2.1
f1bc3668feed47fc8909589a97eab608,3/5/2016,en,US,"iPhone7,1",9.2.1
706dc4b06cd744d1830fef2c1d1e3010,3/5/2016,es,US,"iPhone8,1",9.2.1
72629cbfaab141a2b4df70cef54d36b6,3/5/2016,en,CA,"iPhone6,1",9.2.1
7eba28fb6b3841fa933808907142ce7c,3/5/2016,en,AU,"iPad4,1",9.2.1
f2626241000741bcb74d6481f2af13c0,3/5/2016,en,US,"iPhone5,1",8.4.1
8c18183a141f46f98598d493500ce0e3,3/5/2016,en,US,"iPhone7,1",8.4.1
c3ca569d935a445faf3b020f5a403714,3/5/2016,en,SG,"iPhone8,1",9.2.1
3e00b9ecda8b480dabcb509c80f8b2dc,3/5/2016,en,US,"iPhone3,3",7.1.2
e6c2f6f577bb442081711d3e3b006f89,3/5/2016,ar,SA,"iPad2,5",9.2.1
be843ccbccb94d0587a9e0a8a4e481e9,3/5/2016,pt,BR,"iPhone7,2",9.2.1
742be18e0691488385a8112b4f131b6a,3/5/2016,es,MX,"iPad3,4",9.2
2967271e59944582a0cbed85eb0fda2c,3/5/2016,en,SA,"iPhone7,1",9.2.1
8168a3e2c6ad4e118d0a58f1f1f4e4cf,3/5/2016,en,US,"iPhone7,2",9.2.1
873367036c6f4d8da9c4f90048b43d1b,3/5/2016,en,US,"iPad3,1",9.2.1
ca43e530064949b4899181127a3a091a,3/5/2016,en,CA,"iPad5,3",9.2.1
835b4144552d40d48875b79e2869b51c,3/5/2016,en,US,"iPad5,3",9.2.1
75ce54a8397141279cd63ee5c2819828,3/5/2016,en,US,"iPhone8,2",9.2
a7639283a3b749a989d43b13c951d970,3/5/2016,en,AU,"iPhone7,1",9.2.1
7ebf0cecd9884d4cbd5c7fb6a4fd2067,3/5/2016,en,US,"iPhone6,1",9.2.1
916466f1f5a940d88c6e60271b406488,3/5/2016,ja,JP,"iPhone8,1",9.2.1
2549dfaaaf0a486d97a6d17a92430edc,3/5/2016,en,US,"iPhone8,1",9.2.1
554aab7a5082433f906d318b831f0d70,3/5/2016,en,US,"iPhone4,1",9.2.1
519b51f983a848c7b497ef0bf8f074f6,3/5/2016,en,US,"iPhone8,1",9.2.1
6eddd03e9e9847229e0a7cfd4656e504,3/6/2016,en,US,"iPod5,1",8.4
c07cf6443a074f988ca41726c9e60135,3/6/2016,th,TH,"iPad3,6",7.1
d96b33bf8d6b44bcbe7a8a08f8a1a5f8,3/6/2016,en,PH,"iPhone7,2",9.2.1
10ea5fae6cdc492f9b012773e474fd50,3/6/2016,en,AU,"iPhone7,1",9.2.1
56080e4f771b489680d970f46261b1ec,3/6/2016,en,GB,"iPhone8,2",9.2.1
ed9f5747b39a4993ab37242a71e51e99,3/6/2016,en,US,"iPod5,1",9.2.1
012b25099fd147e1a82df9169ee6d654,3/4/2016,en,AU,"iPhone6,2",9.2.1
3acaa5442c5f4183970b3f33af4b7e00,3/4/2016,en,CA,"iPhone6,1",9.2.1
4099649e549545458f4fc8ebe1aed4ec,3/4/2016,en,NG,"iPhone7,2",9.0.2
b5d515dbf4f94e43b53af57d4caa096b,3/4/2016,en,US,"iPhone5,3",8.4
efe98b7c927d4b178a69de557f71530b,3/4/2016,pt,BR,"iPhone6,2",9.2.1
a2fd1e85a8d84992b7b3f3b1d95ac595,3/4/2016,de,AT,"iPhone5,4",9.1
89ba1945239b44f5a8c59f7d941bde7f,3/4/2016,en,US,"iPhone6,1",9.2.1
cd31973344f343d5a5f64cd1bb44103a,3/4/2016,en,US,"iPhone6,1",9.2.1
e4d3aabd18394319aeef01eead73fbf9,3/4/2016,de,CH,"iPhone6,2",9.2.1
c0f076eeb7394fc18cd37f8e4e7024e1,3/4/2016,en,US,"iPad3,4",8.0.2
567c102bab194b6cbd4841b9230cc87f,3/4/2016,en,VE,"iPhone8,1",9.2.1
3d3c57aa88174ad592f3834452462929,3/4/2016,en,NZ,"iPhone6,1",9.2.1
5449056441bf410c80e4da7a1f4951e3,3/4/2016,en,EE,"iPhone7,2",9.2.1
022d3211215f4424a60dfee6c47e156f,3/4/2016,en,GB,"iPad3,4",8.2
afea8009a5114712bd1624ca32fdf077,3/4/2016,en,US,"iPhone8,1",9.2.1
b108040693c74c7fae4d30edb4498b31,3/4/2016,en,GB,"iPhone7,2",9.2
af1d94cffa1c4c6b8af4d3cf143043e0,3/4/2016,en,US,"iPhone6,1",9.2.1
da4323c9ff0c4928ae04f0b5f65149de,3/4/2016,en,GB,"iPhone5,1",8.1.3
335c84fbdb5741029677ff99cac8153c,3/4/2016,en,US,"iPhone6,1",9.2.1
eef163178073466383f5a546c735f530,3/4/2016,ja,JP,"iPhone6,1",9.2
61059d9ed945498189a8b94dda40a0ee,3/4/2016,en,US,"iPhone6,1",9.2.1
1b87664d6f784572a7a20d8722031462,3/4/2016,en,US,"iPod7,1",9.2.1
1e44524a08b048b5b6f3f5f99526a3dc,3/4/2016,en,US,"iPad3,1",9.2.1
2f46d08c96b84ed2b5947323102d43b0,3/4/2016,en,US,"iPhone8,1",9.2.1
7eb873aa582e4ebdad9ca3253dcd501b,3/4/2016,en,US,"iPhone5,3",9.2.1
1e6052cae6d6484e8a5c6180cc8d3e1a,3/4/2016,en,US,"iPhone3,2",7.1.2
5aa67d3aee7a479abdf7b49616375a48,3/4/2016,en,GB,"iPhone6,2",9.2.1
000edabe99254f679c2f695cff90144a,3/4/2016,en,US,"iPhone4,1",9.3
