udid,install_date,lang,country,hw_ver,os_ver
ffb31e2e97154bf4b2c05861617b5914,3/7/2016,en,MY,"iPhone8,1",9.2.1
5fdd625071274061a721826c67827c98,3/7/2016,en,US,"iPhone8,1",9.2.1
e1b12ad6074440048f372cbf86672073,3/7/2016,en,US,"iPhone6,1",9.2.1
47f6698a793045d08c3cb1a6c6e28904,3/7/2016,id,ID,"iPad2,5",9.2.1
7701a5cbf8d74d579ec3a840874bda70,3/7/2016,en,US,"iPhone8,1",9.2.1
59a19d75f82e4c69b5acff3c03be602d,3/7/2016,en,AU,"iPad4,1",9.2.1
0322caa7e9af4b14a4196e76b2d8fb1a,3/6/2016,ru,RU,"iPhone7,2",9.2.1
19ca603a791b4a24adeeb56a5678d862,3/6/2016,en,US,"iPhone7,1",9.2.1
7057a647713c4a1781ff7b2cd1edadcd,3/6/2016,es,ES,"iPad3,1",7.0.2
67bb880141e64aa5a7a3e88e15480d57,3/6/2016,en,US,"iPhone6,1",9.2.1
62d5fdade258453bb584b5cab3a89054,3/6/2016,en,US,"iPad3,4",9.2.1
f0e8d8fc8c2746daa130a98e0f877846,3/6/2016,en,US,"iPhone8,2",9.2.1
060885077085482cb36175f120463ba3,3/6/2016,en,GB,"iPad4,7",9.1
f5214ed1f7504357bf0e55aa95ab8f75,3/6/2016,en,US,"iPhone8,2",9.2.1
32ceb39bd22c457eb68ddca58d97a1dc,3/6/2016,en,US,"iPhone6,1",9.1
5aaf9fbe80d6479a920935aba996dcee,3/6/2016,en,US,"iPhone7,2",9.0.2
ff2e541fbd944fe0bbb122e7144d028a,3/6/2016,en,US,"iPhone7,2",9.1
cf8f7dc40db3482c85e6124403fbdbe0,3/6/2016,en,US,"iPhone7,2",9.3
906b8b8f4a5242f0996874877a5411e3,3/6/2016,en,US,"iPhone7,1",9.1
a5fc838debab4898b507c0c9df1d9c9a,3/6/2016,en,US,"iPhone6,1",9.2.1
c6adc9932cfd4461aeded344df74a190,3/6/2016,en,US,"iPhone7,2",9.2
8fdfd2d2d28246538a9fefb7163b7cc1,3/6/2016,en,GB,"iPhone6,2",9.2.1
3988804a89fd42c3b58b69ca60ec21c0,3/6/2016,en,US,"iPad5,3",9.2
b6d073258a044d3c9c8846fa3797ab01,3/6/2016,en,NZ,"iPad2,5",9.1
39421f1746a248f2b1f4fa479e009031,3/6/2016,en,US,"iPhone5,1",9.2.1
d4f33766d6674bd3a2f684af8c199a77,3/6/2016,en,US,"iPhone3,1",7.1.2
c8fddf6e772f49d182fbd37478d1ffa8,3/6/2016,fr,FR,"iPhone8,1",9.2.1
680c18f070af471f9f41811979a3f07c,3/6/2016,en,US,"iPhone6,1",9.2.1
b31886d4da844b3485d88b3b8069390d,3/7/2016,ko,Ko,"iPhone8,1",9.2.1
e05ca7baacc247a0a2c5c7659433de6b,3/7/2016,en,AU,"iPhone6,2",9.2
28dce916b81842a08f8bd7ec4d84d9e9,3/7/2016,en,TH,"iPhone8,1",9.2.1
5db9fa39151b4c28878e6c0ca1752fa8,3/7/2016,en,US,"iPod5,1",9.2.1
7795e7504d5b40409dd56f9c7b2214b2,3/7/2016,en,CA,"iPad5,3",9.1
49c7e01e4cbe43c59854550a83a850b9,3/7/2016,en,AE,"iPhone6,2",9.2.1
8fcf4924a6ce4ac58910d4d7458dfbac,3/7/2016,en,US,"iPad4,4",9.2.1
8f75fa82c7bf4024878212046e14b138,3/7/2016,en,TR,"iPhone7,2",9.2.1
651b579ea106475d885cd09972b038ed,3/7/2016,tr,TR,"iPhone7,2",9.2.1
cda4d746d39f40de81442b118c213ea9,3/7/2016,lt,LT,"iPad3,1",9.2
4eb344a83a734f4ca174a9909f064d86,3/7/2016,en,BG,"iPhone6,2",9.2.1
7cd53655435e4fc1968360d4ba5cedc4,3/7/2016,en,US,"iPhone8,2",9.2.1
59d21a05b49f4fdf9e48c85d597b6ecc,3/7/2016,en,US,"iPhone7,2",9.2
9a88d36e7ac2465cba2739c4538e92c4,3/7/2016,en,GB,"iPhone6,2",9.2.1
6a77150a3b464dd9b0f9e18dea055654,3/7/2016,nl,AW,"iPad3,3",9.2.1
0053543a776f402c9f630118cc068618,3/7/2016,en,US,"iPhone5,2",9.2.1
604eb4ddfec84c28b8bd057bf4bbc792,3/7/2016,en,US,"iPhone8,2",9.2.1
83a140132cb34ae795ac71cc365ad18a,3/7/2016,en,US,"iPad2,5",8.3
84f93a75edaa407590265eff7962c48d,3/7/2016,en,US,"iPad2,6",9.2
694cc65d9e5f4924ad0b357f4fee611e,3/7/2016,en,US,"iPhone7,2",9.2.1
a15880461c2843aab36a7e33a5a99f6f,3/7/2016,en,US,"iPhone5,3",9.2.1
7194badfb1124495b0e4dd0b7e942dbf,3/7/2016,en,US,"iPad2,6",9.2.1
5b838800e94b425fa66b2ec042eb0e24,3/7/2016,en,US,"iPhone7,2",9.2.1
e5c108b90bf44e37b0ed6fb2f647a0ac,3/7/2016,en,US,"iPad2,5",9.2
641b2de5365c4b95ae81e626eaa002d7,3/7/2016,en,PH,"iPhone6,2",9.2.1
f17a18d7d5da4c0da5f951f23f6ac579,3/7/2016,en,AU,"iPhone4,1",8.4.1
7d1feff1eae64a03b47b82b67a874a10,3/7/2016,pt,BR,"iPhone5,4",9.2.1
de568a6fc4624198a0890fe3b5c24d14,3/7/2016,en,US,"iPod5,1",9.2.1
d2c92e903e3a4507a0c30f00bb7c266a,3/7/2016,en,US,"iPhone7,2",9.2.1
e46c9b457a404bb287f40fd8c2467db0,3/1/2016,ru,RU,"iPhone3,2",7.1.2
62b7758ea55e4c7380027fedc4428ad8,3/1/2016,en,US,"iPhone5,2",9.2.1
4e2d42b7b65a4346825ed34b2d39f086,3/1/2016,en,KW,"iPhone7,2",9.1
f28eaff47be848f382d6c5e5a8dd0bc2,3/1/2016,en,US,"iPhone3,1",7.1.2
d52abcfeb95943e5aee5bc0b2f3c7250,3/1/2016,en,HK,"iPhone7,2",9.2.1
afe2392f8eae450cb3db6aad7f4ac0be,3/1/2016,pt,BR,"iPad2,4",9.2
2d7e325aabb24c9e9221d8bac5fdd920,3/1/2016,en,US,"iPad4,1",9.2
300901ac9fd24b2ab0c6611e5f7ae77b,3/1/2016,en,US,"iPhone8,2",9.2.1
c9dce1ec5497491fa999625b687e7cf8,3/1/2016,en,GB,"iPod7,1",9.2.1
6084d51f70f84f08be42f5863298150c,3/1/2016,ru,RU,"iPad3,6",9.1
c00e4cadc8b34ba5b8adedda15a1df6c,3/1/2016,en,US,"iPhone7,2",9.2.1
97a3f73885694c809ecc594ac5be3e5d,3/1/2016,en,US,"iPhone5,3",9.2.1
a15cf519ab354810969cfc90e245f635,3/1/2016,en,BG,"iPhone8,1",9.2.1
f978ab60706e48eead29940263218b5c,3/1/2016,en,GB,"iPad4,1",9.2.1
6e26ed2d9ba048d0991e152df10f0002,3/1/2016,he,IL,"iPhone3,1",7.1
fd5932671ed04bc9a156b4930a83e8f5,3/1/2016,en,GB,"iPhone6,2",9.2.1
4d7b05baa18f4c278e4e083a6b3234b4,3/1/2016,en,IE,"iPhone4,1",9.2.1
f0925e7e485148f1ad9739f0dc4417ef,3/1/2016,en,LB,"iPhone7,2",9.2.1
00243e24ec6e40e39bd6a9b23d2819c4,3/1/2016,en,US,"iPhone5,1",9.2
f899f12f358a2aaab1f1e4c566c38badb0434e28,3/1/2016,en,US,"iPad3,2",6.1.3
902eb0d653d942eea94752f26c472347,3/1/2016,en,CA,"iPad2,4",9.2.1
f031b282b8fc4bfe9284688692767921,3/1/2016,en,US,"iPad2,5",9.2.1
485d8d4e10c447a2bd63ee12019965c1,3/1/2016,en,US,"iPhone7,2",9.2.1
3dff40ad6b4345c1846cd7a6fc1b55c4,3/1/2016,en,US,"iPhone7,2",9.2.1
82f084c5a9664d78a46fccfbddd6195b,3/1/2016,en,CA,"iPad4,4",9.2.1
0740a3ea42044e97b4f13ea204781b37,3/2/2016,it,IT,"iPhone8,1",9.2.1
7b374ae496a0446db502576e8f58a4d4,3/2/2016,he,IL,"iPad4,1",7.0.4
bf15c6b9e36d463982e17fef86cd5981,3/2/2016,ar,BH,"iPhone7,2",9.2.1
b3c9dc8abd69414baae92ba91f37f983,3/2/2016,en,US,"iPhone6,1",9.2.1
87ab9556ac874c6daeb133d2e64ec8d6,3/2/2016,en,US,"iPhone6,1",9.2.1
f3c3e4def6544bfe8ba268f6c603e6c4,3/2/2016,en,US,"iPhone8,1",9.2.1
a044fa9d92184152940aa2c1954037d6,3/2/2016,id,ID,"iPhone6,1",9.0.2
2f0481cb86614c18ada9357450d574da,3/2/2016,en,US,"iPad2,5",9.2.1
8ee8d811ce814f31993203684565f7ac,3/2/2016,en,US,"iPad4,1",9
84f8232f591e4211aa66b8dace5c1b4c,3/2/2016,fr,FR,"iPhone5,4",9.2.1
f1778e81313e4b3d9f70b8342ec298d3,3/2/2016,en,US,"iPhone8,1",9.2.1
8d33bdd2b53f4534949fe2f49ec80361,3/2/2016,sv,SE,"iPad2,2",9.1
c11ed944a17a4f62a4c046813e19616e,3/2/2016,en,US,"iPhone6,1",9.2.1
a0f8732a39364327bc8e47d791adf374,3/2/2016,en,US,"iPhone8,1",9.2.1
eb4b52061ad54836829ca711d93536f9,3/2/2016,fr,FR,"iPhone8,1",9.2.1
57adb4e2d33a4ea9981f6978b16cafdd,3/2/2016,sv,SE,"iPhone5,4",9.2.1
c52a822bf7e546438a44e14e6f9e62e1,3/2/2016,nl,NL,"iPhone8,1",9.1
2a7f1935f47e441585c5a562671e885d,3/2/2016,en,CA,"iPod5,1",9.1
608ee19702354af69773147d0981b45f,3/2/2016,en,US,"iPad3,6",8.3
f9d2321f78dc4ccaa1773f4ca7c87e3e,3/2/2016,de,CH,"iPhone8,1",9.2.1
474c97ef62694252835f54662eea8b10,3/2/2016,en,US,"iPad2,5",9.1
f97afc583203415daef966f2aa44b37f,3/2/2016,en,IN,"iPhone6,2",9.2.1
dd7ddeb96a3b4269b589c517df782a32,3/2/2016,en,US,"iPhone6,1",9.2.1
b228a00f82a14b0c87ff52eedb445a71,3/2/2016,en,US,"iPad2,5",9.2.1
38399fb105644524bc8031e9c7cb5883,3/2/2016,en,US,"iPad4,7",9.2.1
7d55b86d0c524c5ca5063bd10fba35af,3/2/2016,en,AU,"iPhone7,2",9.2.1
928f66d4bf4f42d0818973c540e08aa4,3/2/2016,en,US,"iPhone7,2",9.2.1
1cf64e51661f467c8d25020122ea9893,3/2/2016,en,FI,"iPhone6,2",9.1
2ec7d55c29d246859f1a3db76793d645,3/2/2016,en,US,"iPhone8,1",9.2.1
bc8b8f546a114f2bb504038e85329c5f,3/3/2016,es,AR,"iPhone8,1",9.2.1
068078b068ba469fa227a5d0cc1a85d0,3/3/2016,en,NZ,"iPhone6,2",9.2.1
0fe5fe155c4f46d5b0f1ac4ae416a877,3/3/2016,en,AU,"iPhone8,2",9.2
945cfa86b03641d38e7796b6373291b0,3/3/2016,en,US,"iPhone6,1",9.2.1
f801ba4f1cac45e686c0efdaaa1c87ee,3/3/2016,en,MY,"iPhone7,2",8.2
424bfb8d9e654b93a360ae69022450a3,3/3/2016,en,SG,"iPhone6,2",9.2.1
885a082bea48458e9e3b556f8b10ad51,3/3/2016,de,DE,"iPhone8,1",9.2.1
4a58a5d292bd49e5ba4827e1e99ca07c,3/3/2016,tr,TR,"iPhone4,1",9.2.1
b48c79bdfcb7492b8a9975a8e9fec5a5,3/3/2016,en,CN,"iPhone7,2",9.2.1
46600d7a92c64903a5183cec0561847b,3/3/2016,en,AU,"iPhone5,2",9.2.1
6d2705c59976447bbfe73b859e3c5f63,3/3/2016,es,MX,"iPhone5,3",9.2.1
2e4e52601adb4dfbaa27d9222a2329fd,3/3/2016,en,GB,"iPhone6,2",9.2.1
1c8bf2e617454e549262df82f50a95dc,3/3/2016,en,US,"iPad4,4",7.0.4
85774b5e141e421db8bd53ae9168d164,3/3/2016,th,TH,"iPhone5,2",8.0.2
659f1494ec53468aa554b3750bcd0b6c,3/3/2016,en,CA,"iPhone6,1",9.2
3d01ef6c095b4112baade50f00679f48,3/3/2016,en,US,"iPad4,4",9.2.1
226f26ed2a1743c0914aaee10ffcbc5a,3/3/2016,zh,CN,"iPhone7,1",9.2.1
1cfdc9a2512e440a875a94e8c62b8459,3/3/2016,en,US,"iPhone8,1",9.2.1
92d2fb87b6bc4827b6582f3801269f26,3/3/2016,en,US,"iPhone8,1",9.2.1
559309f5b93542729d54df611f35fb90,3/3/2016,en,US,"iPhone8,2",9.2.1
4117fd17d18a40e2892a7e80f693794a,3/3/2016,en,US,"iPhone7,2",9.2
ab59cf04ea914f359835e541efacbe70,3/3/2016,en,US,"iPhone8,2",9.2.1
5e719f38179f46cb82d8e30db3dba4c9,3/3/2016,en,US,"iPhone7,2",9.2.1
b4dda9249a5f4bdabe09d5c1eb906448,3/3/2016,en,AU,"iPad4,1",9.2.1
8c914d6bf1e0416795d7a532d5d71f15,3/3/2016,en,US,"iPhone5,2",9.2.1
3b1a1633d8ef427390667f8a319d2df7,3/3/2016,en,US,"iPhone7,2",9.2.1
1870ba7cc6ec4836b262c4829cbc1de2,3/3/2016,en,MY,"iPhone7,2",9.0.2
973d225a885944e18ae06cebaf43b1ae,3/3/2016,en,US,"iPhone8,1",9.2.1
4cca42be09de46f5be58d12b6b396b57,3/4/2016,ja,JP,"iPhone7,2",9.2.1
2b4593b012f74b1c98d3ece8e2b25da6,3/4/2016,tr,TR,"iPhone6,2",9.2.1
418b0352178e4f9c9bac1e8885b0f06a,3/4/2016,en,HK,"iPhone7,2",9.2.1
ad6e9513f93249fa834e1ab7326c7c0e,3/4/2016,ro,RO,"iPhone6,2",9.1
d7c4299df3404a6bb60b1eac0ec46341,3/4/2016,pl,PL,"iPad2,7",9.2.1
34285f8a710647bd80792d3e41f61c4e,3/4/2016,en,GB,"iPad4,1",9.2.1
77206ad8f4fb47faa3449e7abf829f18,3/4/2016,nl,NL,"iPhone6,2",9.2.1
60b7d76fd82f4558a1621de8e7c07b91,3/4/2016,en,US,"iPhone8,1",9.2.1
2fbf49211d3a4bc1ab80b8532c02ddc0,3/4/2016,en,US,"iPhone7,2",9.2.1
353f32ae43a844b5820a079af9f1f1cc,3/4/2016,en,GB,"iPhone6,2",9.2.1
6b3b21097d0a410e85afea8fa4f8c01c,3/4/2016,en,US,"iPhone8,2",9.2.1
64a15fa40e9e4f6f892c1b08aa68c9ea,3/4/2016,en,US,"iPhone7,2",9.2.1
d8b3cd0e55f34c97bca5257f1af6739b,3/4/2016,en,CA,"iPhone4,1",9.2.1
d700847eacd74ebd92310594be32f7ac,3/4/2016,en,GB,"iPad4,1",9.0.2
799d9bc1630648eca836d3958df33faf,3/4/2016,en,GB,"iPhone5,4",9.2.1
1926bd7b7d9445e8a9c24880b88d7589,3/4/2016,en,CA,"iPhone7,2",9.2.1
8d00079c146b4b58b861a84ab2e6642b,3/4/2016,en,US,"iPhone8,1",9.2.1
3cb902c784dd43568f959f62edeaa4cd,3/4/2016,es,MX,"iPhone6,1",9.2.1
6dc846ec0b2147228010d804a148dbb8,3/4/2016,en,US,"iPad4,4",9.2.1
317841cd0be047429d82d292a46f40d4,3/4/2016,en,GB,"iPad4,2",9.2.1
1fcbd4eb0b334afba5320ac739eb21a9,3/4/2016,en,AU,"iPhone5,2",9.2.1
21fa01ebe321477c85325dcf32374389,3/4/2016,en,US,"iPhone8,1",9.1
01c14e289be6475a895dd0645dfc6009,3/4/2016,en,GB,"iPod5,1",9.2.1
e49ad0f84dd449c3a04b71500f67ad10,3/4/2016,en,US,"iPhone7,2",9.2.1
b8149a0241a640cf83a9a689b5674204,3/4/2016,en,US,"iPhone6,1",9.2.1
bee90e6c5b1b47068c129bf9be8a39bd,3/4/2016,en,US,"iPhone8,1",9.2.1
720a27ccc6e143fdb0b7d95d4e31ec70,3/4/2016,en,US,"iPhone7,1",9.2.1
993d6ce4d9ce447a9caf77cfa7d65a94,3/4/2016,en,US,"iPod7,1",9.2.1
d13afca43a174ba5a6ffd11cf3dba4c3,3/4/2016,en,HK,"iPhone8,1",9.1
3d184ca887cf4109acdd0ee85dd1b5ab,3/4/2016,en,US,"iPhone8,2",9.2.1
e1303a813a5d4286a066d43e7326caab,3/4/2016,en,US,"iPad5,1",9.2.1
cbb6c023b9ed4673b8fa16c8017a2478,3/4/2016,en,US,"iPhone7,2",9.2
3d54417371084cb3b109363324841dc4,3/4/2016,en,CA,"iPhone7,1",9.2.1
14e2c22e11df42428855e20d750c1869,3/4/2016,en,US,"iPad2,6",8.4.1
1facd1a5e7a74e7bae20a31b46b141c6,3/5/2016,en,MM,"iPad4,1",9.2.1
b1a1dd1fc5c14324a83cde45ef01ee8e,3/5/2016,en,GB,"iPhone6,2",9.1
96595c725cb04bb3aacda71d8d76f492,3/5/2016,en,US,"iPhone8,1",9.2.1
1cd1658565fa4562bd9457735af28ae8,3/5/2016,en,GB,"iPhone5,2",9.2.1
a5d2cab89cde4171a76c60a8bd1814c5,3/5/2016,tr,TR,"iPad3,4",7.0.4
c51b1c70a3aa42758c3da71a8c4beb3a,3/5/2016,en,GB,"iPad2,5",9.2.1
c7f358d98d7a41cda21e67aa9cbb25b6,3/5/2016,en,US,"iPhone6,1",9.2.1
a661d15d1e0e43898a4ffc5ef89dbb9c,3/5/2016,en,ID,"iPhone6,1",9.2
a6beaef74a8b46519396eb9713ee5861,3/5/2016,en,GB,"iPad4,4",9.2.1
e573d1e72dfb45118a344c0679543b6c,3/5/2016,en,IE,"iPhone4,1",9.2.1
e5db00d0f3c1462c98995f86116c1c87,3/5/2016,fr,BE,"iPhone6,2",9.2.1
c6883f50478a456d9fc460d604e5cadc,3/5/2016,pt,PT,"iPad2,2",9.2.1
6522315554ac416497f8f8b8e982f204,3/5/2016,en,US,"iPhone7,2",9.1
7b46f3227e404ac09c2637c9e1e9d492,3/5/2016,en,US,"iPhone6,1",9.2.1
9facda1e7684411190ad537ddd0bb6b8,3/5/2016,en,US,"iPhone5,2",9.2
c231353924084e5b9b6e41f817d524f4,3/5/2016,en,CA,"iPad4,1",9.2.1
ec4cc81be0b74769bf476a8d6f53aadd,3/5/2016,en,US,"iPhone7,2",8.3
a72c8cc5ec254733be31ec0186432726,3/5/2016,en,CA,"iPhone7,2",9.1
1be40ce57cc643bfb347afa27bc8614c,3/5/2016,en,GB,"iPhone8,1",9.2.1
11ddc801d91842e1b1aaaae25cbc58ab,3/5/2016,en,NG,"iPad2,7",9.2.1
193aa3731ce844ad883ca49f31a1a557,3/5/2016,en,CA,"iPhone6,1",9.2.1
9c506cdc47a34db9be7d1f7a63e33544,3/5/2016,en,GB,"iPhone5,2",8
aca39869516443f5831512e9c15a3f62,3/5/2016,en,GB,"iPad2,5",9.2
9547565dba4d486ba3f2d4affbf85d3f,3/5/2016,en,US,"iPhone6,1",9.2.1
0b9a4cd5a53949deb6d67e8d69137ec8,3/5/2016,en,US,"iPhone5,1",9.2.1
25caab4cc8ba44658d5d7efdcbc0a629,3/5/2016,en,US,"iPad5,4",8.4.1
efd588b83616471f90d1dfd251f99d84,3/5/2016,en,US,"iPhone4,1",9.2.1
d697c90ef34f494392e28ec54a369f50,3/5/2016,en,US,"iPhone7,2",9.2.1
5573ab42216b4a66a6f7629ad68b7343,3/5/2016,en,GB,"iPad2,5",9.2.1
b2b2cba3176a4ee58ec0855224b032db,3/5/2016,en,US,"iPad4,1",9.2.1
261f6db43a0c4fab87fd6a49417d6dc4,3/5/2016,en,LB,"iPhone7,2",9.2.1
13dbc900b87d4d44b0cad52ffced922d,3/5/2016,en,US,"iPhone7,2",9.3
175c84477c644ec7960ba11d6b466768,3/5/2016,en,US,"iPhone8,1",9.1
bf830b93442d4bcd850afd168626c0b7,3/5/2016,en,US,"iPhone8,1",9.2.1
e2310a4871494a3b9f06311c8e5fcbd8,3/5/2016,en,US,"iPhone6,1",9.2.1
90bed8955351460fa22eee78e4033ccc,3/5/2016,en,US,"iPhone7,2",9.2.1
886754089ea947159b395ec79b123234,3/5/2016,en,PH,"iPad4,1",8.3
e5805dbd0007420e813534488d4eb9e1,3/5/2016,en,US,"iPhone4,1",9.3
ba82702c301441fcbedd47c228c33030,3/5/2016,en,US,"iPhone8,1",9.2.1
4bd670a4b7bc45c7b2b71f56a477855e,3/5/2016,en,US,"iPhone5,3",9.2.1
b1c6ef62f27344fe87e4d97d3e1526d3,3/5/2016,en,US,"iPhone4,1",9.1
c080badbc1af460497bfc3a9ab3efecc,3/5/2016,de,CH,"iPad3,3",9.2.1
90c95a655b294f5789bba6f87cdf080b,3/5/2016,en,US,"iPhone8,1",9.2.1
0752302c26b54dbfa2aec28d8ca8e7ea,3/5/2016,en,US,"iPhone5,3",7.1.2
23b3878ea57d4b88b69ff87935670891,3/5/2016,en,US,"iPad2,5",9.2.1
e5315f045f394aa0ab49e818b76c3c9f,3/5/2016,en,US,"iPhone7,1",9.2.1
e4adcd91daba43f3996ed760bdbb5b1c,3/5/2016,en,US,"iPhone7,1",9.2
5288e1801e674f34a8f7f0a60e69a427,3/5/2016,en,US,"iPad5,3",9.2.1
4d129fcf5c26476396502e710b3b95d9,3/5/2016,ar,SA,"iPhone5,4",8.1.3
5f53f591dcb242c192d6596a2e3bc328,3/5/2016,es,MX,"iPhone5,1",9.2
821690a266624d16b6e955ddb5b8b58c,3/5/2016,en,US,"iPad2,5",9.2.1
bf0d8b1f95254472949b0872c477deb4,3/5/2016,en,US,"iPhone8,1",9.2.1
97154b1d4816410c9954b1703f6fceaf,3/5/2016,vi,VN,"iPhone6,2",9.2.1
117cc104f4d64841810711153a6d4ee5,3/5/2016,de,DE,"iPhone7,1",9.2
5b4cf790053947918d54e787fb9d6238,3/6/2016,en,CA,"iPhone6,2",8.4.1
25acfbe2ab3a4034a5404bf0850df234,3/6/2016,en,US,"iPhone5,1",8.3
d0fb52abf817455ea3dab8e49230293b,3/6/2016,en,GB,"iPhone8,2",9.2.1
2e3385fb3f464ba0a83533a092a8232c,3/6/2016,en,GB,"iPhone7,2",9.1
50ee47156b274f5e97e925ba8616dfa1,3/6/2016,en,NL,"iPad2,5",8
352ff48e66ae411db7c1efc6c7d009a1,3/6/2016,en,PH,"iPhone8,2",9.0.2
0f9c4deb72d543fea653d6ee36693936,3/6/2016,en,IN,"iPhone7,2",8.1
10d6b598c2904d27ab2a89f4f955cf45,3/6/2016,en,CA,"iPad2,5",9.2.1
e4e83381325245eabe4d19c070888194,3/6/2016,en,US,"iPhone8,1",9.2.1
7fbb99a9e37c4cc98c69154cf67d7897,3/6/2016,en,KW,"iPhone7,2",8.3
8b04988cfc274109bf0be720178811b8,3/1/2016,pt,JP,"iPhone7,2",9.2.1
bb7640b438e64510aef7ab5d9f0d3734,3/1/2016,nb,NO,"iPhone7,2",9.2.1
485db693b02c4d96b783147f73cb9ac4,3/1/2016,en,NZ,"iPod5,1",9.2.1
da985441ada94b81b257f035e2d5c5ef,3/1/2016,en,AU,"iPad5,3",9.2.1
d196e7b71e6e4a169b10099d6befb5ff,3/1/2016,nl,BE,"iPhone6,2",9.2.1
0f8e6910bc3841599787896d6a9f8d88,3/1/2016,ar,LY,"iPhone6,1",9.2.1
ac0b9a72c02f4411b2d26b8379ac8ee3,3/1/2016,en,ZA,"iPhone7,2",9.2.1
7e343022b3474bd8bfac9347ea5fcc51,3/1/2016,en,US,"iPhone5,2",7.1.1
a737cacac9b9432180f7106c248dc9dc,3/1/2016,en,GB,"iPhone5,3",9.2.1
e5f16db3326d443db5dedc812db4a23e,3/1/2016,en,US,"iPhone5,2",9.2.1
84e751a010c7426a93024c67af000974,3/1/2016,en,US,"iPhone5,3",9.2.1
f36fd3184100497ba3453cf87a3057ab,3/1/2016,en,GB,"iPhone7,2",9.2.1
f36beea200f14de4989b7843b8d79584,3/1/2016,en,CA,"iPhone3,1",7.1.2
fe37ebee2f864a9cb15be6c4c9947d42,3/1/2016,en,US,"iPhone5,3",9.2.1
eb59b954bc2b465ba9ee2a383fe9fc9c,3/1/2016,en,US,"iPhone7,2",9.1
41b0634e64a64be5a63ef21acc07b24c,3/1/2016,en,US,"iPhone8,1",9.2.1
d7ce6dff45eb4afdab82e430d66029ed,3/1/2016,en,AU,"iPhone7,1",9.2.1
8207f1173c65459b8a29c933a4b08b2f,3/1/2016,en,US,"iPhone3,3",7.1.2
1007ab987dd945758cb9e80631909ba4,3/1/2016,en,MY,"iPhone6,1",9.0.2
5324d7172e3f4194a7189b451d9d33a7,3/1/2016,en,US,"iPhone7,2",9.2.1
361354b0760243ef86d95a3e79c32acc,3/1/2016,en,US,"iPhone7,2",9.2
1eb7648e286f400abdf3f72e41d6ccc3,3/1/2016,en,US,"iPhone8,2",9.2.1
aa946fe01f0e427a998047c55d320a74,3/1/2016,en,US,"iPhone8,1",9.2.1
97ee2c57cdec467289823b98cfae84e2,3/1/2016,en,US,"iPhone3,2",7.1.2
d93c38ebb0414cb0a2c12729a41cd48e,3/1/2016,en,US,"iPhone4,1",9.2.1
ddbc4b6b598e4d6fa2e8f51d3d2b0e7e,3/1/2016,en,US,"iPad4,4",9.2.1
9aec8aaec03847f486e527d9609206aa,3/1/2016,en,US,"iPhone7,2",9.2.1
d17322528b674566a5bf1eb57e2790ec,3/1/2016,en,US,"iPod5,1",9.2.1
b54074d619224a179fcd57910a9a8ec0,3/1/2016,en,US,"iPad4,4",9.2.1
f4633ac92dbf4eb69cef68ea7c054028,3/1/2016,en,US,"iPhone4,1",9.2.1
19295a2e8955490896e73187cbdbe6a8,3/1/2016,en,US,"iPhone6,1",9.2.1
b1669f37ebff490a8ef8ef8b84064325,3/1/2016,en,AU,"iPad2,1",9.2.1
e6c5fb0356e74048894ac52fc56bd773,3/2/2016,en,AU,"iPad2,1",9.2.1
b64083f6cb6e44908945c3ef2a8eba38,3/2/2016,en,MT,"iPhone8,1",9.1
8aa983a19fd9406d847e44d6b3ac5938,3/2/2016,it,IT,"iPhone7,2",9.2.1
9ee5ec4225e24421a435060cddd6c5cc,3/2/2016,en,MM,"iPhone7,1",9.2.1
3ac9982292c74bd2b9e22d2211c3600c,3/2/2016,en,US,"iPhone8,1",9.2.1
6499963faa0046e4b62b0424a5f924db,3/2/2016,en,GB,"iPad3,1",9.2.1
6f88a96a73204a56a6c0159a27d4a522,3/2/2016,en,CA,"iPad3,4",9.2.1
ea012c609c88428b91f29b8202eeb7f9,3/2/2016,de,CH,"iPhone5,2",8.4
352e021d99ad4e7cb4c017098524ad8a,3/2/2016,nb,NO,"iPhone5,2",8.4.1
7ffad9ae5ee549bc8ea59da8f1a78cd1,3/2/2016,en,US,"iPhone5,3",9.1
e200aa65ba5f4c19b24f549dc32dcd81,3/2/2016,en,GB,"iPad2,5",9.2
48301c0d18984c83a0ce97b0e103e257,3/2/2016,en,US,"iPhone7,2",9.2.1
9b134cc85c7c4f17a4ff8f339ce14d63,3/2/2016,en,GB,"iPhone6,2",9.2.1
8f4b82c3843d40df99958492ce4803ec,3/2/2016,en,US,"iPad3,4",9.2.1
c957d275bdeb4c3aa8a4019e99d0fba7,3/2/2016,en,RU,"iPhone7,2",9.2.1
16c4d650fbda4e929b07661d8d4a03a5,3/2/2016,en,US,"iPad4,7",9.2.1
1bb4060215e040d2b74ba0d96abc31d1,3/2/2016,en,US,"iPhone4,1",9.2.1
cf096eadb9204cae82a49fb9b698c064,3/2/2016,en,US,"iPhone7,2",9.1
81176f503f124f0d8f02049667df69e1,3/2/2016,en,US,"iPhone5,2",9.2
36ca02a08eee4f1b94a9711c20439324,3/2/2016,en,US,"iPhone6,1",9.2.1
163a6c126a014e81ba372d9dd2140e5a,3/2/2016,en,US,"iPhone6,1",9.2
74da552b22cf4d51894463603c74b162,3/2/2016,en,US,"iPhone7,2",9.2.1
