udid,lang,country,hw_ver,os_ver,purchased,morning,afternoon,night,weekday,weekend,duration,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,first_week_count,first_week_avg,days_played_firstweek,second_week_count,second_week_avg,days_played_secondweek
946bc68515aa4c5bbbb40da954743e40,en,US,"iPhone5,2",9.2.1,N,38,110,3,107,44,37,6,7,7,4,8,0,2,9,15,3,10,13,3,20,34,5,6,73,10,7
ad544a8a9df641248bcf8c4a66e8edec,nl,NL,"iPad2,1",9.1,N,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
c68ed9ff0ef14be99295538a32e06dd8,en,US,"iPhone6,1",9,N,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
53b6d697c8674febb9ffffaf0dc24a85,en,US,"iPhone6,1",9.2.1,N,9,38,0,33,14,8,2,3,3,5,7,7,8,10,2,0,0,0,0,0,35,5,7,12,2,2
3ba47b76c53245c49f709fba0d5d505c,en,US,"iPhone7,2",8.4,N,15,42,4,55,6,30,7,9,14,1,0,0,0,0,0,2,0,3,0,5,31,4,4,10,1,3
5ddde6eb72cc4c4a9a47efe153cbb0e8,en,US,"iPhone7,1",9.2.1,N,54,57,4,86,29,31,6,0,1,1,1,0,0,0,0,0,0,0,0,0,9,1,4,0,0,0
83c5a7a0de533c987e7b3d463d887f560790afe9,en,US,"iPhone4,1",6.1.3,N,19,48,41,68,40,47,11,2,13,11,14,6,2,1,2,5,11,7,4,0,59,8,7,30,4,6
2072d71fbffc48bcbe742ec8c1b340fc,en,US,"iPhone7,2",9.2.1,N,8,16,4,11,17,60,2,1,1,0,0,2,0,0,1,0,0,6,0,0,6,1,4,7,1,2
bd52e08876cf4a4a8c07ace0e07ef442,en,CA,"iPhone7,2",9.2,N,0,18,1,1,18,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
66adba4444d74202b1de990169ce0a78,en,US,"iPhone8,1",9.2.1,N,0,0,4,4,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0
d68b7b2d385941adac405df704899886,en,US,"iPhone7,2",8.4.1,N,0,0,4,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0
2fb04cf8ce3c4b788a3e900b4bd3027d,ko,Ko,"iPhone7,2",9.2.1,N,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
97bfb04885174ed3aa548dee9ee56ff4,fi,FI,"iPad4,2",9.1,N,4,3,0,7,0,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0
a2b545da91cc412795289f977a748830,en,US,"iPhone6,2",9.2.1,N,1,0,2,3,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
17caf8c8cf7e4fd680d71435baa89880,en,US,"iPhone6,1",9.2.1,N,10,18,7,18,17,21,0,0,1,9,7,7,1,0,0,6,1,0,0,0,25,4,5,7,1,2
496b300e5d644d5a9039d3cb57ec3e6e,en,US,"iPhone7,2",9.2.1,N,66,69,2,115,22,37,26,14,11,10,10,5,9,10,1,9,0,2,0,3,85,12,7,25,4,5
e60ea28b58c54aebb04094cb76cc0ef4,en,GR,"iPhone6,2",9.1,N,9,0,0,9,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0
ba00c172bc7044e2a7790b316c05b6a0,en,GB,"iPhone5,4",9.2.1,N,36,23,5,33,31,54,1,0,1,4,4,0,1,0,0,0,1,1,0,0,11,2,5,2,0,2
a34fd28fa37248a086a9256d63667cc1,en,US,"iPhone7,2",9.2.1,Y,8,13,0,19,2,38,7,6,2,0,1,0,0,0,0,0,0,0,0,0,16,2,4,0,0,0
d03fcc4f637040759b551b15d589d9a4,de,AT,"iPad2,4",9.2.1,N,3,0,0,1,2,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
36b4559aa4d041d09f2674a1785d04ee,es,AR,"iPhone8,1",9.1,N,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0
ddab819f88314210bb9f64b252b14d32,en,US,"iPhone7,2",9.0.2,N,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5870145f7a6f4a698431db16335d3236,en,US,"iPhone7,2",9.2.1,N,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
47db64ea19bc48b591b35bc5ef7c59dc,en,CA,"iPhone7,2",9.2.1,N,0,4,1,5,0,23,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,1
08f9142e70b245b78a4015fb6b9eccc2,en,US,"iPhone8,1",9.2,N,2,8,4,9,5,4,6,3,0,3,2,0,0,0,0,0,0,0,0,0,14,2,4,0,0,0
622dd7944f144d3eb2f675dbfcb32a6d,en,US,"iPhone7,2",9.2.1,N,7,40,3,33,17,9,6,4,9,6,11,4,4,2,2,2,0,0,0,0,44,6,7,6,1,3
6222ab6b34854a4d94b839631492e67b,it,IT,"iPhone7,2",9.2.1,N,1,2,5,8,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0
bb4e67aa9e224872aa7d8d4db49be91f,en,US,"iPad2,5",7.1.2,N,0,2,2,3,1,42,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
b6cc6134f7cc4933b84737e4e3bf2e33,en,GB,"iPhone7,2",9.2.1,Y,0,4,0,4,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0
a1f417ccc2cf4e368ada3665698a2eb7,en,AU,"iPhone8,2",9.1,N,0,10,3,10,3,14,2,4,0,0,3,2,0,0,0,0,0,0,0,0,11,2,4,0,0,0
691e99653bdd496eaef3c21d75e279cd,en,US,"iPhone7,2",9.2,N,24,47,63,73,61,42,7,0,6,14,8,0,0,1,16,9,11,25,10,5,35,5,4,77,11,7
18c87cf13959466ea42933a5b548d0e5,en,US,"iPhone8,1",9.2.1,N,4,4,42,29,21,25,7,8,0,9,11,2,1,3,0,0,1,0,0,0,38,5,6,4,1,2
309c27ccd06c4c13a385ebb3fd9830bc,fr,FR,"iPhone5,4",9.2.1,N,1,2,0,2,1,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,1
dd34fdb00f454eb0b64bd4c278f28869,en,US,"iPod5,1",9.2,N,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
c34a36efebb044549033834cd3d0f328,en,US,"iPhone6,1",9.2.1,N,3,6,0,9,0,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0
d9142646915941ae93f001fa9c6d052e,en,US,"iPhone8,1",9.2.1,N,23,31,7,46,15,60,2,0,3,0,1,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0
99cc74283a0e404bbd04c0c5b52a7147,en,US,"iPhone8,1",9.2.1,N,55,55,16,89,37,7,5,67,10,7,30,0,6,1,0,0,0,0,0,0,125,18,6,1,0,1
357c16962b474674b878bde530e5d43e,en,US,"iPad4,1",7.1.2,N,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
ac0a3d1b1c7d48ae88ed09a97d2473f7,en,US,"iPhone6,1",8.4,Y,38,113,10,98,63,35,5,10,20,30,15,10,13,4,1,1,0,2,0,0,103,15,7,8,1,4
3c7e33ec9c194bfcaccd482f0639b454,en,ID,"iPhone6,1",9.1,N,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1d0f94738681445c9b9897faf2fab541,en,PH,"iPhone7,2",9.0.2,N,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
01edc26f399648a5a67211c7a34633bd,en,AU,"iPad2,5",9.2.1,N,1,2,20,18,5,31,10,8,0,1,0,0,0,0,0,0,0,0,0,0,19,3,3,0,0,0
2ab6046dc2cd4574a6eb217a6c61cdaa,id,ID,"iPhone6,2",9.2,N,5,0,2,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0
2dbfcb62eb1f473e8f89aeb3a62b34cc,en,GB,"iPhone4,1",9.2.1,N,5,0,4,5,4,3,4,1,0,4,0,0,0,0,0,0,0,0,0,0,9,1,3,0,0,0
46120b0b2919437cac5e919c0c134740,en,GB,"iPhone4,1",9.2.1,N,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
98ab47f17ab64158b7212ab1382f2bc2,en,GB,"iPhone7,2",8.4,N,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0
3b0354e89a5147849015cdb6283c42d9,da,DK,"iPad4,1",9.1,N,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
92387fd3ea8b4bfbb1c791b472e1baa4,en,US,"iPhone8,1",9.2,N,1,9,1,11,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,0,0,0
16ae246ce6dd4cefbd17b55548798051,en,GB,"iPad4,2",9.2.1,N,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3a58660c35e141cf899966fcd0186610,en,US,"iPhone7,2",9.2,N,0,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
748ecf17a6734e6aabd35a70f0e8b30c,en,GB,"iPhone5,4",9.2,N,19,14,19,40,12,59,2,11,5,2,0,0,0,1,1,0,0,0,0,0,20,3,4,2,0,2
2f3b37e266154386aa2f2210f7bc6b54,de,CH,"iPhone7,2",9.1,N,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ce2c9352ac2e45dcb6ddbaa8f22134b6,en,US,"iPad3,4",9.2.1,N,4,22,3,14,15,6,7,4,8,7,2,0,1,0,0,0,0,0,0,0,29,4,6,0,0,0
945f3f6afec743bb92a68ae46e48db5d,es,MX,"iPad2,5",9.2.1,N,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
e4728c9c5d90488dbe66ccbe6bbfc13c,en,US,"iPhone8,1",9.3,N,19,48,4,55,16,10,6,16,3,10,11,7,5,9,1,2,1,0,0,0,58,8,7,13,2,4
201b544d71c84113823399f2e414d04d,en,US,"iPhone8,2",9.1,N,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
b4582acebe184774af172428ec60b76c,en,US,"iPhone8,1",9.2,N,22,83,33,73,65,45,2,4,26,30,36,11,7,9,4,0,1,0,0,0,116,17,7,14,2,3
4a37af8ae03d46e7b91728289fd83c7c,da,US,"iPhone6,2",9.2,N,1,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
bdd93183e9244a7da0d0e4fff181f2f9,en,BG,"iPhone6,2",9.2.1,N,33,2,10,33,12,13,4,6,6,10,8,2,6,1,0,0,0,0,0,2,42,6,7,3,0,2
a2bfa887438040acaf15a1dfe8c780a7,en,US,"iPad4,1",9.2.1,N,3,16,0,15,4,48,1,0,1,0,2,1,0,6,0,0,0,0,0,1,5,1,4,7,1,2
b6d07cc0df614d6f80a72ab4ae916554,en,US,"iPad2,1",9.1,N,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
7b9c6d1bca5440d0a52f12c4e3f2bd6e,en,GB,"iPhone7,2",9.2.1,N,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
b4e93bddc40e46e280ced144919cad63,en,PH,"iPad4,8",9.2.1,N,11,18,41,25,45,37,8,17,13,2,1,1,3,0,4,5,0,0,0,0,45,6,7,9,1,2
9fe9c93fbfb643ad903fa122f2f730ae,en,US,"iPad5,3",9.2.1,N,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7c76ea85b38249d284ecf9fb86ed2698,en,US,"iPhone3,3",7.1.2,N,2,2,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0
05aecbbe10ba43c8955f5c6323487d24,pl,GB,"iPad4,5",9.2.1,N,5,0,0,2,3,31,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0
b1060326ff2149898e07981727697f59,en,PH,"iPhone7,2",9.1,N,1,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
403fa9f129194864908f40e378edb928,en,US,"iPhone8,1",9.2.1,N,12,16,11,22,17,26,1,2,1,0,0,0,0,0,3,2,1,0,3,3,4,1,3,12,2,5
2ec3c1f92f50411fae391d3aa1f690a2,en,US,"iPhone5,3",9.2.1,N,0,3,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0
5d529a4df2f648a992fbcbdc930259c0,en,US,"iPad4,1",9.2.1,N,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
d92cd52559da482587167f4f35f475b4,en,US,"iPad4,4",9.2,Y,1,12,7,14,6,12,6,1,0,4,3,0,0,0,5,0,0,0,0,1,14,2,4,6,1,2
75fd0a7511864aa1a7b6aa799e571924,en,US,"iPhone3,3",7.1.2,N,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5c7b1ef6cf1b40a7ab2b91f5c3fa50c8,en,US,"iPod7,1",9.2.1,N,9,10,0,3,16,4,2,8,8,0,1,0,0,0,0,0,0,0,0,0,19,3,4,0,0,0
a021a8685f074b938f2fc81242e79319,ja,PH,"iPad4,4",9.2.1,N,0,4,7,7,4,14,3,2,2,1,0,0,1,0,0,0,0,0,0,0,9,1,5,0,0,0
f2ad557397ab4e7e88ce5ab9e01d9528,en,US,"iPad4,4",9.2.1,N,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
31cdc805e2a54f63afbcf4207a6ca8a0,en,US,"iPhone7,2",9.2.1,N,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
e14f1a790db048e9b9a2b29dc903092b,en,US,"iPhone5,3",9.2,N,10,22,1,30,3,12,1,0,0,0,0,5,5,1,1,2,9,4,5,0,11,2,3,22,3,6
2f63db249603419681da3f17af4f57c1,en,CA,"iPhone5,3",9.2.1,N,1,2,3,4,2,9,4,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,2,1,0,1
51daf835bdac4c6496ab48024efef2ce,en,US,"iPhone7,1",9.2.1,N,3,2,2,2,5,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,0
d50220164a4e4173934b3f529c1bc060,en,US,"iPhone8,1",9.2.1,N,18,61,8,66,21,49,1,2,0,1,1,1,0,0,0,0,0,0,0,0,6,1,5,0,0,0
66aa03a7e80a4f0cb2d6e0e532a9a18f,en,US,"iPhone4,1",9.2,N,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6a07cac66e924df8b46654838dd88284,en,MY,"iPhone8,1",9.2.1,N,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
f08f84a776ce4080a768392edeac961b,en,MX,"iPad2,5",9.1,N,0,0,3,3,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0
aa9c572c21b44b29b35470719ee7adcf,en,US,"iPhone7,2",9.2.1,Y,6,20,25,3,48,10,1,7,0,0,0,0,0,0,13,28,2,0,0,0,8,1,2,43,6,3
fd728088359b46f8a529880655465e3b,de,AT,"iPhone7,2",8.4,N,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3f0dcaec4b8f40428ecfbaf3771a517f,en,GB,"iPad4,4",9.2.1,N,2,0,3,5,0,28,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1
a8e1f41735a344d19d8ac393f9faa77e,nl,NL,"iPhone6,2",9.2.1,N,3,0,11,4,10,7,3,9,0,1,0,0,0,0,1,0,0,0,0,0,13,2,3,1,0,1
703cbc17c2b848d6ab6aadc8b70c10d5,en,AU,"iPhone7,2",9.2.1,N,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
79e63e2b6bfd449a9e39627ae1e6762d,de,DE,"iPhone6,2",9.2,Y,51,20,20,33,58,4,22,36,19,11,3,0,0,0,0,0,0,0,0,0,91,13,5,0,0,0
57d8fe0c0ccf402dbadd08cae6886ace,en,PH,"iPhone4,1",9.2.1,N,8,1,0,0,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0
7f013f0dfeb34b7b84a05d4197f9cef6,en,US,"iPhone8,1",9.2,N,12,4,0,7,9,5,8,1,2,0,4,1,0,0,0,0,0,0,0,0,16,2,5,0,0,0
89a2489e5d7348879138293fe4ef1260,fr,FR,"iPhone7,2",9.2.1,N,24,19,4,16,31,10,12,9,10,4,0,0,0,0,10,0,2,0,0,0,35,5,4,12,2,2
00b038432f9c4193abafc7e694c62eb9,en,US,"iPad5,1",9.2,N,5,3,0,0,8,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0
efedcaa139844724b14dd1ecb5e1a80d,en,US,"iPhone5,1",9.2.1,N,14,3,0,7,10,2,9,1,7,0,0,0,0,0,0,0,0,0,0,0,17,2,3,0,0,0
7da12fc27a9947b9acc390253bb8a920,en,GB,"iPhone6,2",9.2.1,N,244,34,130,254,154,59,2,11,2,11,1,11,13,9,1,3,2,1,6,3,51,7,7,25,4,7
b60f82c05fee4777b9817259c67006b4,en,US,"iPhone8,2",9.1,N,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ef0733351ef143eb95f8c2d459b82b96,en,US,"iPhone5,1",9.2.1,N,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
74c434e03dbc4159813573f0b1ab0c36,ar,SA,"iPhone7,2",9.2.1,N,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
65e9acc520744efd8020bce5dac61ae4,es,CL,"iPhone6,2",9.2.1,N,6,0,0,0,6,7,4,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,1,2,0,1
8e74bd60128f4dbb992d0c9357286430,en,SA,"iPhone7,1",9.1,N,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
c6e4887b423443fb96b0dd2272b0edd9,en,US,"iPhone8,1",9.2.1,N,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
a21893acba3142ad96ce4c4aba5115d5,en,NO,"iPad5,3",9.2,N,12,1,0,2,11,7,7,0,1,1,0,0,0,4,0,0,0,0,0,0,9,1,3,4,1,1
b3e8c7c4af6f4be09097cc1ce5ecdb08,en,US,"iPhone8,1",9.3,N,16,17,4,15,22,57,6,5,15,0,0,0,0,0,0,0,0,0,0,0,26,4,3,0,0,0
233393f872c2407da14571b65034d1dc,ru,RU,"iPhone5,2",9.2.1,N,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10ca1d34be5f4f38b93712614cc1221d,en,US,"iPad4,4",9.2.1,N,8,0,0,1,7,18,5,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0
f2309dfe18b64e2cbf2ee84703e424ce,en,US,"iPhone7,2",9.2.1,N,34,116,15,80,85,57,33,26,3,0,3,1,1,0,4,32,3,0,1,0,67,10,6,40,6,4
34d194c9b9724698bde7ed1c2d779575,en,US,"iPhone8,1",9.1,N,15,33,0,22,26,29,14,10,0,0,0,0,0,0,0,0,0,0,0,0,24,3,2,0,0,0
0ceb17592ba74ef687b8bf8abbfdfcc4,en,AU,"iPhone3,1",7.1.2,N,5,1,0,1,5,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0
08a97f5dcf144988ae2d30da0c91b42a,en,US,"iPhone6,1",9.2.1,Y,3,6,1,0,10,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,0,0
af00a006bb9643b0bc960a7393eadf49,en,US,"iPhone5,2",9.1,Y,82,313,43,278,160,60,10,11,15,8,5,5,7,5,2,1,1,3,0,5,61,9,7,17,2,6
8dae08ff12374fe8bb885e47d2fe03d1,en,US,"iPhone8,1",9.2.1,N,1,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
ef1f94a9460843098afa85b189b474ac,en,GB,"iPhone3,2",7.1.2,N,6,3,2,1,10,2,3,7,1,0,0,0,0,0,0,0,0,0,0,0,11,2,3,0,0,0
983b7eb84139427e8ad19efa070fefcc,en,US,"iPhone5,3",9.2,N,6,22,0,22,6,5,5,1,6,7,3,6,0,0,0,0,0,0,0,0,28,4,6,0,0,0
530aa198e97a4dd8bce931e4f96a8cfa,pt,BR,"iPad2,6",9.2.1,N,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
f723d033fdfb410f8c0f253046887188,en,GB,"iPhone7,2",9.2.1,N,17,25,0,16,26,23,3,22,3,1,0,9,1,1,0,0,0,0,0,0,39,6,6,1,0,1
38b353865e6d4b1aa40e435894fe7e34,en,US,"iPhone7,2",9.1,N,2,17,1,8,12,12,6,2,1,0,1,2,3,2,2,0,0,0,1,0,15,2,6,5,1,3
c056261389834e49b71e610c755f2065,en,CA,"iPhone7,2",9.1,N,53,38,13,68,36,58,17,9,1,0,10,2,2,7,0,7,4,8,2,4,41,6,6,32,5,6
36d2e47ea7954ef4ac84b39160a70980,en,US,"iPhone5,1",9.2.1,N,0,3,4,0,7,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
e995556aaf9c4dbeb7a242c3ac907014,en,GB,"iPad4,1",9.2.1,N,0,2,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
150fc6b000244984b6b727cc515e2b44,en,US,"iPhone6,1",9.2.1,N,50,134,4,143,45,60,13,13,33,11,17,15,4,13,0,0,0,0,3,0,106,15,7,16,2,2
7da81661a42e455db9d2af4e100a5e32,en,AU,"iPhone8,1",9.2.1,Y,1,48,78,101,26,59,6,0,2,0,0,0,6,3,2,5,4,5,2,9,14,2,3,30,4,7
1606072ca5bc4152a399090bbcc67892,en,US,"iPod5,1",9.2.1,N,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8f751acd9ca649108880018ecc3b2e99,en,US,"iPad3,1",9.2,N,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
57d3dd2f9d464e4f8fbb1f1d5ac166b5,en,US,"iPhone3,3",7.1.2,N,40,55,4,23,76,9,37,29,2,0,0,0,0,0,10,21,0,0,0,0,68,10,3,31,4,2
3ffd4bbf68f043b3b389706c6c9b3574,en,US,"iPhone7,2",9.2.1,N,6,2,1,8,1,25,1,0,4,1,1,0,0,0,0,0,0,0,0,0,7,1,4,0,0,0
d24e7daac81e43549af2dcee14ea8f3f,en,US,"iPhone5,3",9.2.1,N,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
153ff7396722445f83356ff53a2eb114,en,US,"iPhone8,1",9.2.1,N,0,1,1,1,1,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
8da561d788e64b51a28ef069003cf3c0,en,US,"iPhone5,3",9.2.1,Y,4,15,6,6,19,14,11,7,5,0,1,0,0,0,0,0,0,0,0,0,24,3,4,0,0,0
e53185c46e4d4e1ba0a70e20e1c025f7,en,GT,"iPhone7,2",9.2.1,N,20,24,10,28,26,49,3,1,1,3,0,1,0,0,5,7,4,1,1,0,9,1,5,18,3,5
51409d57b1c148f98c268b2235f15d9b,he,IL,"iPad4,1",8.4.1,N,0,3,3,5,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
e5b4d4cfccff4b40a335b215ba6134ba,en,CA,"iPhone5,3",9.2,Y,1,5,6,2,10,2,3,7,2,0,0,0,0,0,0,0,0,0,0,0,12,2,3,0,0,0
cb68c39f5fa44169bf6e540ff50b7768,en,ID,"iPhone5,4",8.1.3,N,214,57,200,293,178,14,5,70,44,56,37,42,44,59,43,19,32,14,2,3,298,43,7,172,25,7
a1aed864e36040aab385b4879bbccaf3,en,US,"iPhone7,2",9.2.1,N,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2e110f8d9132460c93389f668b48fe54,en,GB,"iPhone5,2",9.1,N,17,2,12,11,20,12,1,8,7,2,0,1,0,3,8,0,0,0,0,1,19,3,5,12,2,3
0998e52692cb4fd38aee5e5de8f10751,nb,NO,"iPhone6,2",9.2,N,2,2,2,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0
4b6c3a5fd33c488a9625b64c0191a9bc,en,PH,"iPhone6,1",9.2.1,N,21,1,17,23,16,17,9,4,0,2,6,0,2,4,3,1,2,0,0,0,23,3,5,10,1,4
a55b5959ce4e42ab83afe989f58f4662,en,MY,"iPhone6,1",9.2,N,12,2,7,6,15,5,15,2,1,2,0,1,0,0,0,0,0,0,0,0,21,3,5,0,0,0
861ca599599a40689921744707c6d51d,sv,SE,"iPhone5,2",9.2.1,N,13,4,8,14,11,10,11,4,3,0,6,0,0,0,0,0,1,0,0,0,24,3,4,1,0,1
697a3290a53046ef93ae39ac911b5090,en,JP,"iPhone8,2",9.1,N,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
f562e102c76d470692c19f98c526b860,en,US,"iPhone6,1",9.2.1,N,38,46,5,64,25,29,4,2,6,4,0,3,4,3,2,0,13,6,8,8,23,3,6,40,6,6
3f932a31840441478ace36a5909182f1,en,US,"iPod5,1",9.2.1,N,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
68ff1717acc74b77ab9bb4f940c5e6f4,en,GB,"iPhone5,4",9.2.1,N,5,5,0,2,8,5,8,0,0,1,0,1,0,0,0,0,0,0,0,0,10,1,3,0,0,0
be2e601d54bf4326911fe849890ea099,az,AZ,"iPhone6,1",9.2.1,N,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0
eff92322838c42069ba53ab3b7ea3cdc,en,GG,"iPhone6,2",9.1,N,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0
4b40d35e9dd14b54a162d67a32ec38b9,en,US,"iPhone5,2",9.2.1,N,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
de63960a220540d388be9e87908cf560,en,PH,"iPod5,1",9.2.1,N,18,7,24,42,7,36,1,2,11,10,7,6,4,0,1,2,0,0,0,0,41,6,7,3,0,2
